// The abscissas of order 1 rule (1 point(s)):

3.333333333333332e-01,    3.333333333333335e-01,

// The abscissas of order 2 rule (3 point(s)):

1.666666666666667e-01,    1.666666666666666e-01,
6.666666666666667e-01,    1.666666666666666e-01,
1.666666666666666e-01,    6.666666666666668e-01,

// The abscissas of order 3 rule (6 point(s)):

4.459484909159649e-01,    1.081030181680701e-01,
4.459484909159652e-01,    4.459484909159647e-01,
1.081030181680699e-01,    4.459484909159653e-01,
9.157621350977130e-02,    9.157621350977041e-02,
8.168475729804585e-01,    9.157621350977098e-02,
9.157621350977070e-02,    8.168475729804586e-01,

// The abscissas of order 4 rule (6 point(s)):

4.459484909159649e-01,    1.081030181680701e-01,
4.459484909159652e-01,    4.459484909159647e-01,
1.081030181680699e-01,    4.459484909159653e-01,
9.157621350977130e-02,    9.157621350977041e-02,
8.168475729804585e-01,    9.157621350977098e-02,
9.157621350977070e-02,    8.168475729804586e-01,

// The abscissas of order 5 rule (7 point(s)):

1.012865073234566e-01,    1.012865073234559e-01,
7.974269853530873e-01,    1.012865073234565e-01,
1.012865073234561e-01,    7.974269853530877e-01,
4.701420641051150e-01,    5.971587178977006e-02,
4.701420641051149e-01,    4.701420641051153e-01,
5.971587178976987e-02,    4.701420641051153e-01,
3.333333333333332e-01,    3.333333333333335e-01,

// The abscissas of order 6 rule (12 point(s)):

2.194299825497832e-01,    2.194299825497827e-01,
5.611400349004339e-01,    2.194299825497833e-01,
2.194299825497830e-01,    5.611400349004340e-01,
4.801379641122151e-01,    3.972407177556983e-02,
4.801379641122150e-01,    4.801379641122151e-01,
3.972407177556996e-02,    4.801379641122151e-01,
1.416190159239681e-01,    1.937172436124077e-02,
8.390092597147909e-01,    1.416190159239682e-01,
1.937172436124068e-02,    8.390092597147916e-01,
8.390092597147911e-01,    1.937172436124077e-02,
1.416190159239682e-01,    8.390092597147916e-01,
1.937172436124091e-02,    1.416190159239682e-01,

// The abscissas of order 7 rule (15 point(s)):

4.731956536892512e-01,    5.360869262149768e-02,
4.731956536892511e-01,    4.731956536892509e-01,
5.360869262149777e-02,    4.731956536892515e-01,
5.779764005450690e-02,    5.779764005450621e-02,
8.844047198909871e-01,    5.779764005450678e-02,
5.779764005450621e-02,    8.844047198909876e-01,
2.593390118657858e-01,    4.697120613008549e-02,
6.936897820041287e-01,    2.593390118657857e-01,
4.697120613008559e-02,    6.936897820041288e-01,
6.936897820041288e-01,    4.697120613008549e-02,
2.593390118657856e-01,    6.936897820041288e-01,
4.697120613008565e-02,    2.593390118657857e-01,
2.416636063972473e-01,    2.416636063972475e-01,
5.166727872055053e-01,    2.416636063972475e-01,
2.416636063972472e-01,    5.166727872055057e-01,

// The abscissas of order 8 rule (16 point(s)):

1.705693077517604e-01,    1.705693077517603e-01,
6.588613844964794e-01,    1.705693077517603e-01,
1.705693077517600e-01,    6.588613844964800e-01,
4.592925882927230e-01,    8.141482341455398e-02,
4.592925882927230e-01,    4.592925882927230e-01,
8.141482341455371e-02,    4.592925882927236e-01,
3.333333333333332e-01,    3.333333333333335e-01,
5.054722831703106e-02,    5.054722831703088e-02,
8.989055433659381e-01,    5.054722831703088e-02,
5.054722831703088e-02,    8.989055433659382e-01,
2.631128296346383e-01,    8.394777409957447e-03,
7.284923929554043e-01,    2.631128296346383e-01,
8.394777409957604e-03,    7.284923929554048e-01,
7.284923929554043e-01,    8.394777409957447e-03,
2.631128296346384e-01,    7.284923929554042e-01,
8.394777409957331e-03,    2.631128296346383e-01,

// The abscissas of order 9 rule (19 point(s)):

4.896825191987376e-01,    2.063496160252475e-02,
4.896825191987377e-01,    4.896825191987376e-01,
2.063496160252440e-02,    4.896825191987382e-01,
3.333333333333332e-01,    3.333333333333335e-01,
1.882035356190326e-01,    1.882035356190328e-01,
6.235929287619346e-01,    1.882035356190328e-01,
1.882035356190325e-01,    6.235929287619349e-01,
2.219629891607659e-01,    3.683841205473612e-02,
7.411985987844983e-01,    2.219629891607655e-01,
3.683841205473629e-02,    7.411985987844984e-01,
7.411985987844979e-01,    3.683841205473612e-02,
2.219629891607658e-01,    7.411985987844984e-01,
