// The abscissas of order 1 rule (1 point(s)):

2.500000000000000e-01,    2.500000000000000e-01,    2.500000000000000e-01,

// The abscissas of order 2 rule (4 point(s)):

1.800296935103655e-01,    3.653145188146346e-01,    6.923235573627439e-03,
1.559331204991858e-01,    4.574615870855956e-01,    3.817653560693467e-01,
2.160764291848479e-01,    3.755150287293102e-04,    4.307017070778359e-01,
8.215725409676197e-01,    1.236668003284583e-01,    3.993304864149839e-02,

// The abscissas of order 3 rule (6 point(s)):

1.901170024392837e-01,    4.398589476492752e-01,    1.140332944455731e-02,
1.586851632274406e-01,    1.248048621652472e-01,    5.856628056552158e-01,
1.090521221118909e-02,    3.454441557197306e-01,    2.815238021235462e-01,
5.712260521491150e-01,    1.414827519695042e-01,    1.469183900871697e-01,
1.708169251649890e-01,    3.787163178235679e-02,    1.528181430909271e-01,
1.620014916985242e-01,    6.414297914956967e-01,    1.838503504920979e-01,

// The abscissas of order 4 rule (11 point(s)):

9.720464458758328e-02,    1.066041725619937e-01,    6.843904154530399e-01,
2.956949520647989e-02,    3.292329597426468e-01,    3.179035602133944e-01,
4.327102390477685e-01,    1.038441164109929e-01,    3.538232392092971e-01,
2.402766649280727e-01,    3.044484024344969e-01,    1.268017259153918e-01,
1.294113737889102e-01,    5.380072039161858e-01,    3.301904148374648e-01,
1.215419913339280e-01,    8.991260093335759e-03,    3.064939884296903e-01,
4.507658760912767e-01,    4.329534904813557e-01,    5.945661629943393e-02,
4.192663138795131e-01,    5.334123953574525e-02,    4.778143555908639e-02,
6.722329489338332e-02,    7.412288820936229e-01,    3.518392977359864e-02,
7.525085070096551e-01,    8.140491840285935e-02,    6.809937093820644e-02,
4.049050672759030e-02,    1.746940586972308e-01,    1.356070187980260e-02,

// The abscissas of order 5 rule (14 point(s)):

9.273525031089125e-02,    9.273525031089126e-02,    7.217942490673264e-01,
4.544962958743504e-01,    4.550370412564957e-02,    4.544962958743507e-01,
4.550370412564980e-02,    4.544962958743504e-01,    4.544962958743501e-01,
4.550370412564957e-02,    4.550370412564977e-02,    4.544962958743501e-01,
3.108859192633006e-01,    3.108859192633006e-01,    6.734224221009824e-02,
6.734224221009831e-02,    3.108859192633008e-01,    3.108859192633006e-01,
3.108859192633005e-01,    6.734224221009840e-02,    3.108859192633006e-01,
3.108859192633008e-01,    3.108859192633008e-01,    3.108859192633006e-01,
7.217942490673262e-01,    9.273525031089139e-02,    9.273525031089120e-02,
9.273525031089121e-02,    9.273525031089139e-02,    9.273525031089120e-02,
9.273525031089132e-02,    7.217942490673260e-01,    9.273525031089120e-02,
4.544962958743506e-01,    4.544962958743504e-01,    4.550370412564929e-02,
4.544962958743502e-01,    4.550370412564964e-02,    4.550370412564990e-02,
4.550370412564964e-02,    4.544962958743504e-01,    4.550370412564929e-02,

// The abscissas of order 6 rule (23 point(s)):

3.883608434488449e-02,    2.431897424814288e-02,    9.029287990136112e-01,
6.476943693005303e-02,    2.678441981835756e-01,    6.367675085585138e-01,
6.477516044710536e-02,    2.346779557305415e-02,    3.908620506710121e-01,
2.779036693300778e-01,    6.373289529499767e-02,    5.949096890217958e-01,
6.609866241468068e-02,    8.367881406005509e-02,    6.300545551109896e-01,
3.251196585770253e-01,    3.293797185491986e-01,    3.268335046190457e-01,
3.191942803489311e-01,    3.041692653497818e-01,    4.438334435720836e-02,
3.283881712312215e-01,    3.828867073824535e-02,    3.202874336976923e-01,
5.509902249072580e-02,    3.519391973347044e-01,    3.810843089063100e-01,
1.246499636374862e-01,    1.521038113099306e-01,    2.012345673644209e-01,
6.592492316000975e-02,    6.243213635534298e-01,    2.535936747432003e-01,
7.354523838069513e-03,    2.112976585815864e-01,    2.511844952775296e-01,
6.174557201472688e-01,    6.319998094256978e-02,    2.584491489839256e-01,
2.794200529459882e-01,    2.558207842649862e-01,    2.695699296332720e-01,
2.877250948264642e-01,    5.773457813897269e-01,    6.462063807336861e-02,
5.947173018757957e-01,    6.517799276337040e-02,    6.660329800760328e-02,
6.678959978173788e-02,    5.300632754810169e-01,    7.699271710096736e-02,
6.265402017088823e-01,    2.484495401188948e-01,    6.211553318359865e-02,
6.001058302026905e-02,    2.130411832361858e-01,    2.584268626070311e-02,
2.757863004698510e-01,    5.399614083591455e-02,    6.001614916616854e-02,
5.132520616520289e-02,    8.411389516623184e-01,    3.726475213835559e-02,
4.057605106681795e-02,    8.781957777518798e-03,    8.860035046891030e-02,
9.037700013321819e-01,    2.286582381402324e-02,    2.933572108317894e-02,

// The abscissas of order 7 rule (31 point(s)):

1.920799348858520e-02,    1.996825818300027e-03,    6.513348958482376e-01,
3.234568417895978e-01,    6.092218458545071e-02,    6.151709883118707e-01,
6.247402252315022e-02,    6.396943032579902e-02,    8.128725555710000e-01,
1.403308447330530e-02,    2.307849002376703e-01,    5.661630745306971e-01,
6.244441271290900e-02,    3.239480709891824e-01,    5.863212858301219e-01,
2.615087691765828e-01,    3.501153045071709e-01,    1.197587688915755e-02,
2.604205879982617e-01,    2.253298349383234e-02,    5.646501024676912e-01,
2.582805473674436e-01,    5.003786698498157e-01,    8.266909560739218e-02,
3.971744029949174e-01,    2.898612819086907e-01,    1.710488778187785e-01,
5.504559416248595e-01,    1.572418559860032e-01,    4.374347016073178e-02,
2.583316773173025e-02,    6.315484739180048e-01,    2.804052381019060e-01,
1.074624307831534e-01,    1.112511334269428e-01,    4.758491617393154e-01,
2.521305306293951e-01,    2.175544442163533e-01,    4.487392553835754e-01,
6.018235776318117e-01,    4.463026790663656e-02,    2.899940343655131e-01,
3.316569983103577e-02,    7.624147028396886e-02,    2.748015348979936e-01,
1.098959763270211e-01,    4.372480897645487e-01,    2.765716827388576e-01,
4.103580959949394e-01,    7.400870213911561e-02,    2.447616509193416e-01,
1.764382230149482e-01,    2.188126225475045e-01,    1.757661102664511e-01,
1.991105720528837e-01,    1.613532619989831e-03,    2.637473753385648e-01,
5.287113064136530e-01,    2.343964973359623e-01,    2.169982993458658e-01,
3.929651487088039e-03,    3.505284068372830e-01,    2.418446130585829e-01,
2.234702025301429e-01,    5.508889781422130e-01,    2.255285376972643e-01,
2.977852343835242e-01,    6.801110489926102e-02,    4.764944310089257e-02,
2.937700365237069e-01,    6.279832293585977e-01,    2.748237819283443e-02,
5.287762937885484e-02,    5.990192398798975e-01,    5.497958289551380e-02,
5.300013833454689e-02,    2.753098106871323e-01,    4.497766312687992e-02,
5.991009436200258e-01,    3.196583760970118e-01,    3.521379529745459e-02,
8.207453007415951e-01,    6.281507284523694e-02,    5.891041282560888e-02,
5.989419506998705e-02,    8.245440666953953e-01,    5.677586668994689e-02,
6.201109193664392e-02,    5.213668905801112e-02,    5.718215451677904e-02,
6.355215105837612e-01,    5.004334442719830e-04,    5.989447223190861e-02,

// The abscissas of order 8 rule (44 point(s)):

8.855594278705089e-03,    1.760715612687782e-02,    9.485639297990067e-01,
3.620467192851841e-02,    1.890744688700333e-01,    7.313673600360892e-01,
6.113365336918842e-01,    2.307434967946492e-01,    5.575773030438435e-03,
2.777675799356521e-02,    2.580684887253252e-02,    4.665405858909191e-01,
1.564866850400662e-01,    4.648612941109264e-02,    7.514965361518380e-01,
1.955460819226021e-01,    2.496370830578755e-01,    5.417931824618094e-01,
4.149415901827839e-02,    4.908534432749624e-02,    7.171773570939500e-01,
